Slno,Regn. No.,"CE
102",(3),"CH
101",(4),"CH
111",(2),"CS
101",(4),"CS
111",(2),EAA01,(0),EAA02,(0),"EC
101",(4),"EC
111",(2),"MA
102",(4),"ME
111",(2),GP,SGPA,CGPA,EAA
79,2316080,8,BB,9,AB,9,AB,10,AA,10,AA,8,BB,10,AA,8,BB,9,AB,240,8.89,8.58,-
80,2316081,9,AB,8,BB,9,AB,9,AB,10,AA,7,BC,9,AB,9,AB,8,BB,231,8.56,8.58,-
81,2316082,9,AB,9,AB,10,AA,7,BC,9,AB,5,CD,9,AB,9,AB,7,BC,217,8.04,8.04,-
82,2316083,9,AB,8,BB,10,AA,7,BC,9,AB,6,CC,8,BB,7,BC,7,BC,207,7.67,7.67,-
83,2316084,9,AB,8,BB,9,AB,9,AB,10,AA,7,BC,9,AB,7,BC,10,AA,227,8.41,7.95,-
84,2316085,9,AB,8,BB,10,AA,5,CD,6,CC,8,BB,10,AA,8,BB,8,BB,211,7.81,7.95,-
85,2316086,8,BB,9,AB,10,AA,10,AA,10,AA,8,BB,9,AB,9,AB,9,AB,244,9.04,8.73,-
86,2316087,7,BC,8,BB,9,AB,4,DD,6,CC,6,CC,8,BB,5,CD,6,CC,171,6.33,6.64,-
87,2316088,6,CC,5,CD,10,AA,0,F,7,BC,5,CD,8,BB,5,CD,8,BB,144,5.33,5.58,-
88,2316089,6,CC,6,CC,9,AB,4,DD,7,BC,4,DD,8,BB,5,CD,6,CC,154,5.70,6.02,-
89,2316090,6,CC,6,CC,8,BB,5,CD,8,BB,5,CD,6,CC,7,BC,5,CD,164,6.07,6.6,-
90,2316091,8,BB,8,BB,10,AA,5,CD,8,BB,7,BC,8,BB,5,CD,8,BB,192,7.11,7.38,-
91,2316092,10,AA,10,AA,10,AA,7,BC,9,AB,8,BB,9,AB,9,AB,9,AB,240,8.89,8.65,-
92,2316093,7,BC,8,BB,10,AA,5,CD,9,AB,6,CC,8,BB,8,BB,7,BC,197,7.30,6.58,-
93,2316094,6,CC,8,BB,9,AB,5,CD,10,AA,5,CD,8,BB,6,CC,8,BB,184,6.81,6.18,-
94,2316095,9,AB,10,AA,10,AA,9,AB,9,AB,7,BC,9,AB,7,BC,9,AB,233,8.63,8.11,-
95,2316096,6,CC,7,BC,10,AA,5,CD,6,CC,0,F,8,BB,5,CD,6,CC,146,5.41,5.65,-
96,2316097,8,BB,9,AB,10,AA,7,BC,9,AB,8,BB,8,BB,8,BB,8,BB,222,8.22,7.65,-
97,2316098,7,BC,8,BB,10,AA,5,CD,9,AB,7,BC,8,BB,8,BB,10,AA,207,7.67,7.44,-
98,2316099,10,AA,9,AB,10,AA,7,BC,10,AA,6,CC,9,AB,7,BC,10,AA,224,8.30,7.93,-
99,2316100,10,AA,9,AB,10,AA,7,BC,8,BB,8,BB,9,AB,8,BB,10,AA,232,8.59,8.07,-
100,2316101,8,BB,9,AB,10,AA,6,CC,7,BC,8,BB,9,AB,7,BC,7,BC,210,7.78,7.64,-
101,2316102,7,BC,7,BC,9,AB,4,DD,8,BB,6,CC,9,AB,6,CC,7,BC,179,6.63,6.53,-
102,2316103,8,BB,9,AB,8,BB,5,CD,8,BB,7,BC,8,BB,7,BC,7,BC,198,7.33,7.49,-
103,2316104,0,F,0,F,0,F,0,F,0,F,0,F,0,F,0,F,0,F,0,0.00,4.07,-
104,2316106,8,BB,8,BB,8,BB,7,BC,9,AB,6,CC,9,AB,6,CC,8,BB,200,7.41,7.69,-
105,2316107,10,AA,9,AB,8,BB,9,AB,10,AA,7,BC,9,AB,8,BB,7,BC,230,8.52,8.42,-
106,2316108,7,BC,7,BC,9,AB,5,CD,7,BC,7,BC,9,AB,7,BC,7,BC,189,7.00,7,-
Slno,Regn. No.,CE 102,(3),CH 101,(4),CH 111,(2),CS 101,(4),CS 111,(2),EC 101,(4),EC 111,(2),MA 102,(4),ME 111,(2),GP,SGPA,CGPA,EAA
107,2316109,7,BC,7,BC,9,AB,7,BC,9,AB,7,BC,8,BB,5,CD,9,AB,195,7.22,6.95,-
108,2316110,6,CC,4,DD,8,BB,4,DD,6,CC,4,DD,8,BB,5,CD,7,BC,144,5.33,4.47,-
109,2316111,9,AB,8,BB,10,AA,4,DD,9,AB,6,CC,8,BB,5,CD,10,AA,193,7.15,7.02,-
110,2316112,7,BC,7,BC,10,AA,6,CC,9,AB,7,BC,9,AB,8,BB,8,BB,205,7.59,7.16,-
111,2316113,10,AA,10,AA,10,AA,9,AB,10,AA,9,AB,9,AB,9,AB,9,AB,254,9.41,9.04,-
112,2316114,8,BB,9,AB,10,AA,5,CD,8,BB,8,BB,8,BB,8,BB,8,BB,212,7.85,7.6,-
113,2316115,7,BC,5,CD,9,AB,4,DD,6,CC,5,CD,8,BB,6,CC,7,BC,161,5.96,6.09,-
114,2316116,6,CC,5,CD,9,AB,7,BC,7,BC,7,BC,7,BC,7,BC,5,CD,178,6.59,7.45,-
115,2316117,9,AB,10,AA,10,AA,7,BC,8,BB,8,BB,9,AB,9,AB,8,BB,233,8.63,8.8,-
116,2316118,10,AA,10,AA,10,AA,8,BB,10,AA,8,BB,9,AB,9,AB,10,AA,248,9.19,9.02,-
117,2316119,8,BB,8,BB,10,AA,5,CD,8,BB,6,CC,9,AB,5,CD,6,CC,186,6.89,5.71,-
118,2316120,7,BC,6,CC,9,AB,4,DD,8,BB,5,CD,9,AB,4,DD,6,CC,161,5.96,5.38,-
119,2316121,6,CC,5,CD,8,BB,4,DD,8,BB,5,CD,8,BB,6,CC,6,CC,158,5.85,5.07,-
120,2316122,7,BC,8,BB,9,AB,4,DD,9,AB,6,CC,8,BB,8,BB,7,BC,191,7.07,7.31,-
121,2316123,9,AB,8,BB,10,AA,5,CD,8,BB,8,BB,9,AB,7,BC,8,BB,209,7.74,7.62,-
122,2316124,9,AB,10,AA,10,AA,10,AA,10,AA,8,BB,10,AA,7,BC,9,AB,245,9.07,8.84,-
123,2316125,6,CC,5,CD,8,BB,5,CD,8,BB,5,CD,8,BB,8,BB,7,BC,172,6.37,6.47,-
124,2316126,8,BB,7,BC,9,AB,4,DD,8,BB,7,BC,8,BB,6,CC,7,BC,184,6.81,6.64,-
125,2316127,8,BB,9,AB,9,AB,7,BC,9,AB,8,BB,9,AB,8,BB,8,BB,222,8.22,7.49,-
126,2316128,7,BC,6,CC,7,BC,5,CD,8,BB,7,BC,9,AB,6,CC,7,BC,179,6.63,6.89,-
127,2316129,5,CD,0,F,8,BB,0,F,6,CC,4,DD,8,BB,0,F,6,CC,87,3.22,2.91,-
128,2316130,7,BC,7,BC,9,AB,4,DD,8,BB,5,CD,10,AA,6,CC,9,AB,181,6.70,7.29,-
129,2316131,8,BB,10,AA,10,AA,10,AA,10,AA,8,BB,10,AA,8,BB,9,AB,246,9.11,8.76,-
130,2316132,8,BB,9,AB,10,AA,7,BC,10,AA,8,BB,9,AB,6,CC,8,BB,218,8.07,7.82,-
131,2316133,6,CC,7,BC,9,AB,6,CC,10,AA,7,BC,10,AA,8,BB,7,BC,202,7.48,7.6,-
132,2316134,9,AB,9,AB,9,AB,6,CC,10,AA,8,BB,9,AB,8,BB,9,AB,225,8.33,8.11,-
133,2316135,7,BC,6,CC,9,AB,6,CC,9,AB,7,BC,9,AB,9,AB,7,BC,201,7.44,7.35,-
134,2316136,7,BC,6,CC,7,BC,4,DD,5,CD,4,DD,9,AB,4,DD,7,BC,149,5.52,5.15,-
135,2316137,9,AB,9,AB,10,AA,5,CD,10,AA,7,BC,10,AA,9,AB,9,AB,225,8.33,8.36,-
136,2316138,5,CD,5,CD,9,AB,0,F,5,CD,5,CD,8,BB,6,CC,6,CC,135,5.00,6.02,-
137,2316139,6,CC,5,CD,9,AB,4,DD,7,BC,4,DD,8,BB,4,DD,7,BC,148,5.48,5.93,-
138,2316140,5,CD,5,CD,8,BB,0,F,6,CC,6,CC,8,BB,4,DD,7,BC,133,4.93,4.07,-
139,2316141,9,AB,10,AA,9,AB,6,CC,7,BC,8,BB,8,BB,8,BB,6,CC,215,7.96,7.93,-
140,2316142,8,BB,7,BC,8,BB,7,BC,9,AB,8,BB,10,AA,8,BB,7,BC,212,7.85,7.95,-
141,2316143,7,BC,6,CC,8,BB,4,DD,7,BC,7,BC,8,BB,4,DD,7,BC,165,6.11,5.6,-
142,2316144,9,AB,9,AB,9,AB,9,AB,9,AB,8,BB,9,AB,7,BC,10,AA,233,8.63,8.44,-
143,2316145,8,BB,6,CC,9,AB,5,CD,8,BB,7,BC,10,AA,6,CC,8,BB,190,7.04,6.95,-
144,2316146,5,CD,0,F,8,BB,4,DD,7,BC,4,DD,8,BB,0,F,8,BB,109,4.04,4.18,-
Slno,Regn. No.,CE 102,(3),CH 101,(4),CH 111,(2),CS 101,(4),CS 111,(2),EC 101,(4),EC 111,(2),MA 102,(4),ME 111,(2),GP,SGPA,CGPA,EAA
145,2316147,8,BB,8,BB,9,AB,5,CD,8,BB,7,BC,10,AA,6,CC,9,AB,200,7.41,6.91,-
146,2316148,9,AB,8,BB,9,AB,6,CC,9,AB,8,BB,9,AB,9,AB,9,AB,223,8.26,8,-
147,2316149,9,AB,10,AA,9,AB,6,CC,9,AB,9,AB,9,AB,7,BC,9,AB,227,8.41,8.25,-
148,2316150,7,BC,7,BC,10,AA,4,DD,9,AB,8,BB,9,AB,5,CD,7,BC,187,6.93,6.75,-
149,2316151,8,BB,8,BB,8,BB,7,BC,9,AB,7,BC,8,BB,6,CC,8,BB,202,7.48,7.78,-
150,2316152,8,BB,6,CC,8,BB,5,CD,10,AA,5,CD,8,BB,4,DD,8,BB,172,6.37,5.4,-
151,2316153,10,AA,10,AA,10,AA,10,AA,10,AA,8,BB,9,AB,4,DD,10,AA,236,8.74,8.31,-
152,2316154,7,BC,9,AB,10,AA,6,CC,10,AA,8,BB,9,AB,10,AA,9,AB,229,8.48,8.31,-
153,2316155,7,BC,8,BB,9,AB,6,CC,10,AA,7,BC,8,BB,9,AB,8,BB,211,7.81,7.76,-
154,2316156,8,BB,7,BC,9,AB,6,CC,9,AB,7,BC,9,AB,7,BC,7,BC,200,7.41,7.42,-
155,2316157,8,BB,8,BB,9,AB,6,CC,9,AB,6,CC,9,AB,6,CC,8,BB,198,7.33,7.04,-
156,2316158,7,BC,7,BC,7,BC,4,DD,9,AB,4,DD,8,BB,6,CC,7,BC,167,6.19,6.27,-
157,2316159,7,BC,8,BB,8,BB,5,CD,9,AB,7,BC,8,BB,5,CD,10,AA,191,7.07,7.02,-
158,2316160,6,CC,4,DD,8,BB,4,DD,7,BC,5,CD,8,BB,4,DD,5,CD,142,5.26,4.78,-
159,2316161,8,BB,10,AA,8,BB,8,BB,9,AB,8,BB,8,BB,7,BC,9,AB,224,8.30,8.25,-
160,2316162,6,CC,5,CD,8,BB,0,F,7,BC,4,DD,7,BC,4,DD,7,BC,128,4.74,4.44,-
161,2316163,5,CD,4,DD,8,BB,4,DD,8,BB,5,CD,9,AB,4,DD,8,BB,149,5.52,4.64,-
